MatchId,LeagueId,Date,HomeTeamId,AwayTeamId,Home_Goals,Away_Goals,Home_Corners,Away_Corners
68026,729,21/05/2006,1741,974,1,2,6,3
68069,795,21/05/2006,320,876,2,2,4,7
68072,795,21/05/2006,535,1073,1,2,12,1
68341,729,21/05/2006,460,1185,0,2,5,7
68342,729,21/05/2006,912,601,2,1,6,1
68343,793,21/05/2006,1137,357,3,1,8,7
68344,776,21/05/2006,196,352,1,1,9,5
68346,776,21/05/2006,993,319,0,1,5,4
68349,776,21/05/2006,1278,656,0,3,6,1
68350,776,21/05/2006,542,499,0,1,8,5
68387,801,21/05/2006,570,771,2,0,4,5
68388,801,21/05/2006,979,758,1,1,3,4
68389,801,21/05/2006,1092,214,3,0,5,5
68390,801,21/05/2006,1239,489,1,0,8,5
68391,801,21/05/2006,1168,599,4,0,7,3
68392,801,21/05/2006,1223,1253,2,1,5,0
68393,801,21/05/2006,258,238,0,2,3,4
68394,801,21/05/2006,1072,459,2,1,3,5
68396,781,21/05/2006,613,1043,0,4,1,6
68425,741,21/05/2006,438,928,1,0,5,4
68426,741,21/05/2006,907,834,2,4,4,1
68427,741,21/05/2006,816,534,1,0,7,5
68428,741,21/05/2006,522,523,0,0,8,4
68429,741,21/05/2006,363,1442,3,3,3,9
68430,741,21/05/2006,1326,1399,2,1,3,3
68433,741,21/05/2006,270,1028,1,0,6,6
68434,741,21/05/2006,1117,1424,0,3,4,2
68437,800,21/05/2006,561,1272,2,0,4,1
68438,800,21/05/2006,382,1052,0,0,6,3
68442,800,21/05/2006,797,809,1,1,7,5
68443,800,21/05/2006,710,944,0,0,6,3
67873,734,22/05/2006,929,1079,1,0,2,5
68348,776,22/05/2006,1116,412,2,0,8,6
68527,813,22/05/2006,434,585,1,1,3,2
68619,781,24/05/2006,790,1043,0,0,5,3
68620,781,24/05/2006,1402,969,1,1,6,4
68621,781,24/05/2006,265,1126,1,0,1,3
68622,781,24/05/2006,1143,541,2,0,5,6
68624,781,24/05/2006,759,613,3,0,4,2
68682,734,26/05/2006,1382,1222,0,1,9,1
68684,734,26/05/2006,733,464,1,0,6,2
68685,734,26/05/2006,563,822,1,1,6,0
68686,734,26/05/2006,641,929,3,0,2,3
68688,734,26/05/2006,1361,428,3,1,13,0
68689,734,26/05/2006,1061,2155,2,1,5,7
68690,734,26/05/2006,1159,2159,1,0,2,4
68691,734,26/05/2006,1079,724,2,3,6,1
68692,816,26/05/2006,1031,830,1,2,5,4
68890,795,26/05/2006,1010,1423,1,1,4,12
69148,776,26/05/2006,993,196,0,1,4,3
69152,776,26/05/2006,1311,1398,1,1,4,4
69153,776,26/05/2006,412,499,2,2,6,5
68816,811,27/05/2006,631,276,2,0,2,2
68817,811,27/05/2006,345,1393,1,3,9,5
68820,811,27/05/2006,775,921,1,1,6,4
68821,811,27/05/2006,991,463,2,3,5,4
68822,811,27/05/2006,1040,1386,3,0,8,3
68823,811,27/05/2006,1131,232,1,0,8,5
68824,811,27/05/2006,1212,316,1,0,2,4
68825,729,27/05/2006,567,1740,0,2,7,3
68826,729,27/05/2006,1211,338,5,0,3,0
68827,729,27/05/2006,601,956,2,2,4,7
68828,729,27/05/2006,1118,1741,0,2,8,4
68829,729,27/05/2006,460,1193,1,2,10,8
68830,729,27/05/2006,912,808,2,1,10,3
68831,729,27/05/2006,1302,312,0,0,9,7
68832,729,27/05/2006,1412,1185,0,3,3,8
68833,793,27/05/2006,1237,1088,3,0,7,4
68834,793,27/05/2006,548,1383,1,2,8,3
68836,793,27/05/2006,1090,597,0,1,10,5
68838,793,27/05/2006,1034,502,2,2,7,6
68839,793,27/05/2006,396,870,3,2,4,7
68840,793,27/05/2006,246,357,2,1,4,6
68842,793,27/05/2006,1016,1457,0,2,7,10
68843,793,27/05/2006,1420,1049,1,0,4,5
68844,816,27/05/2006,486,826,0,1,2,6
68845,816,27/05/2006,767,1314,2,2,6,3
68846,816,27/05/2006,807,1026,2,2,2,4
68848,816,27/05/2006,1254,1335,1,0,6,6
68849,816,27/05/2006,925,791,1,2,10,1
68853,816,27/05/2006,1316,296,3,1,9,6
68891,795,27/05/2006,773,551,2,1,2,7
68892,795,27/05/2006,324,320,4,0,6,7
68893,795,27/05/2006,1089,914,1,0,4,7
68894,795,27/05/2006,1171,1073,2,2,6,3
68895,795,27/05/2006,216,535,2,1,5,6
68896,795,27/05/2006,876,505,0,0,8,4
68897,795,27/05/2006,831,627,3,2,7,2
68981,813,27/05/2006,2488,366,0,0,3,4
68982,813,27/05/2006,854,2487,2,2,0,5
68983,813,27/05/2006,916,340,0,0,6,6
68984,813,27/05/2006,585,2593,2,1,9,5
68985,813,27/05/2006,1777,690,1,1,5,3
68986,813,27/05/2006,1056,434,0,1,3,2
69197,801,27/05/2006,1035,1239,0,2,2,8
69246,741,27/05/2006,1424,928,2,3,6,3
69253,741,27/05/2006,224,784,1,0,7,5
69257,800,27/05/2006,1272,1827,2,2,3,7
69258,800,27/05/2006,1052,561,2,2,3,6
69262,800,27/05/2006,1432,1098,1,2,4,2
69263,800,27/05/2006,1135,797,0,0,3,4
68818,811,28/05/2006,795,1071,2,1,5,4
68819,811,28/05/2006,192,556,2,1,4,1
68889,795,28/05/2006,1275,374,3,1,6,3
69142,811,28/05/2006,853,1165,2,1,4,3
69143,729,28/05/2006,297,974,1,1,11,1
69144,729,28/05/2006,1397,445,2,2,3,5
69145,793,28/05/2006,715,998,1,3,4,6
69146,776,28/05/2006,352,542,4,3,5,3
69150,776,28/05/2006,861,1116,1,2,6,2
69151,776,28/05/2006,319,442,1,1,8,4
69154,776,28/05/2006,656,526,0,3,5,9
69189,801,28/05/2006,758,258,1,0,9,2
69190,801,28/05/2006,489,599,0,1,3,5
69191,801,28/05/2006,214,1096,1,1,11,4
69192,801,28/05/2006,771,979,3,2,2,5
69193,801,28/05/2006,1253,570,3,1,4,3
69198,801,28/05/2006,786,1092,1,0,8,4
69247,741,28/05/2006,834,438,3,1,5,5
69248,741,28/05/2006,534,907,3,4,6,1
69249,741,28/05/2006,523,816,4,1,8,5
69250,741,28/05/2006,1442,522,2,0,6,5
69251,741,28/05/2006,1399,363,2,1,5,4
69252,741,28/05/2006,269,1326,2,2,11,5
69254,741,28/05/2006,1028,694,0,2,4,5
69255,741,28/05/2006,1117,270,0,2,5,2
69256,800,28/05/2006,369,342,0,0,5,2
69259,800,28/05/2006,1177,1352,1,1,10,6
69260,800,28/05/2006,3592,1248,2,1,6,5
69261,800,28/05/2006,1830,382,0,2,4,3
69264,800,28/05/2006,809,473,2,0,7,3
69265,800,28/05/2006,2113,710,1,0,3,7
69266,800,28/05/2006,944,726,5,0,5,1
68687,734,29/05/2006,1328,1048,3,2,6,1
69149,776,29/05/2006,851,301,6,0,5,5
69512,793,02/06/2006,1137,396,2,3,2,1
69748,813,02/06/2006,854,1777,1,2,8,3
72037,764,02/06/2006,1160,1216,3,3,8,3
69627,811,03/06/2006,1393,853,1,0,0,5
69628,811,03/06/2006,232,316,2,2,9,4
69632,811,03/06/2006,463,631,1,0,4,4
69633,811,03/06/2006,276,345,0,0,6,4
69634,811,03/06/2006,921,1212,1,0,5,4
69635,811,03/06/2006,1165,795,1,1,5,3
69636,811,03/06/2006,1386,192,0,1,7,3
69637,729,03/06/2006,338,1412,1,0,4,1
69638,729,03/06/2006,974,567,1,3,6,0
69639,729,03/06/2006,445,1118,3,0,3,3
69640,729,03/06/2006,1740,912,0,0,8,2
69641,729,03/06/2006,1185,601,0,0,9,1
69642,729,03/06/2006,312,1397,2,2,7,7
69643,729,03/06/2006,1741,1211,0,0,2,6
69663,816,03/06/2006,994,1335,0,3,4,3
69664,816,03/06/2006,1316,1076,1,0,9,3
69695,781,03/06/2006,265,969,2,1,3,3
69696,781,03/06/2006,1143,1126,1,1,5,2
69698,781,03/06/2006,790,541,1,4,5,4
69699,781,03/06/2006,1043,1373,2,0,7,6
69700,781,03/06/2006,513,759,1,3,6,7
69749,813,03/06/2006,340,1404,2,0,1,1
69751,813,03/06/2006,439,585,1,1,5,5
69752,813,03/06/2006,1775,2488,0,3,4,6
69753,813,03/06/2006,434,916,0,0,3,4
69754,813,03/06/2006,1778,1369,1,0,5,2
69755,813,03/06/2006,1349,1056,2,0,7,5
69756,813,03/06/2006,690,844,2,1,3,4
69757,813,03/06/2006,2593,1025,2,1,14,1
69758,813,03/06/2006,366,2603,1,0,3,1
69939,801,03/06/2006,1239,238,1,0,7,4
69942,801,03/06/2006,1223,489,4,2,3,8
69976,741,03/06/2006,270,1424,0,0,5,3
69978,741,03/06/2006,784,1028,1,0,5,5
69979,741,03/06/2006,1326,224,0,3,6,4
69983,800,03/06/2006,1827,1052,1,0,3,4
69985,800,03/06/2006,1098,1177,0,1,6,5
69986,800,03/06/2006,797,1432,3,0,2,5
69988,800,03/06/2006,1830,944,1,2,7,4
69989,800,03/06/2006,710,809,0,0,4,5
69629,811,04/06/2006,556,775,0,1,9,2
69630,811,04/06/2006,1071,1131,3,0,6,1
69631,811,04/06/2006,991,1040,2,2,3,3
69934,801,04/06/2006,771,1072,3,0,4,6
69935,801,04/06/2006,1773,758,2,2,4,4
69936,801,04/06/2006,979,786,0,3,2,3
69937,801,04/06/2006,570,459,2,2,5,2
69938,801,04/06/2006,1092,1168,1,1,9,2
69940,801,04/06/2006,258,214,0,2,5,7
69941,801,04/06/2006,1096,1035,1,1,3,5
69943,801,04/06/2006,599,1253,3,1,2,5
69970,741,04/06/2006,907,523,1,1,5,5
69971,741,04/06/2006,438,534,3,0,5,5
69972,741,04/06/2006,928,834,1,2,6,8
69973,741,04/06/2006,816,1442,3,1,8,5
69974,741,04/06/2006,522,1399,3,1,5,4
69975,741,04/06/2006,363,269,2,2,9,1
69977,741,04/06/2006,694,1117,1,1,12,4
69980,800,04/06/2006,1248,369,1,3,4,3
69981,800,04/06/2006,382,561,3,1,7,2
69982,800,04/06/2006,342,1272,0,0,5,2
69984,800,04/06/2006,1352,3592,1,0,7,6
69990,800,04/06/2006,726,2113,1,0,6,4
69750,813,05/06/2006,2487,659,3,0,2,5
70034,729,05/06/2006,956,297,1,0,3,3
70035,793,05/06/2006,246,1383,3,2,5,6
70048,793,06/06/2006,1364,597,0,0,12,6
70049,793,06/06/2006,1420,502,0,0,5,3
70050,793,06/06/2006,1016,410,1,3,9,5
70051,793,06/06/2006,548,870,2,1,4,3
70052,793,06/06/2006,908,691,1,2,6,0
70053,793,06/06/2006,396,1049,2,1,6,4
70054,793,06/06/2006,1237,998,2,2,3,10
70055,793,06/06/2006,1090,1137,1,1,7,3
70058,793,06/06/2006,715,1088,0,2,4,9
70059,816,06/06/2006,666,925,2,1,1,3
70062,816,06/06/2006,1335,296,2,0,4,11
70064,816,06/06/2006,1415,303,3,0,5,2
70065,816,06/06/2006,1254,1316,1,0,4,2
70066,816,06/06/2006,1026,994,2,1,9,2
70067,816,06/06/2006,791,419,0,1,10,6
70068,816,06/06/2006,741,1031,1,1,7,3
70135,734,09/06/2006,2159,1382,0,1,3,3
70136,734,09/06/2006,428,1294,0,0,4,3
70137,734,09/06/2006,1048,1361,0,2,8,3
70138,734,09/06/2006,2155,1328,1,1,2,3
70141,734,09/06/2006,822,1061,1,1,3,3
70142,734,09/06/2006,724,641,3,3,2,4
70143,734,09/06/2006,929,563,1,0,4,1
70144,795,09/06/2006,773,374,2,1,7,4
70157,813,09/06/2006,2603,434,1,2,3,2
70489,776,09/06/2006,1311,526,1,1,4,5
70493,776,09/06/2006,851,442,1,1,8,1
70247,811,10/06/2006,316,1165,0,0,0,6
70248,811,10/06/2006,1040,463,1,1,8,2
70252,811,10/06/2006,1212,1071,0,1,2,2
70253,811,10/06/2006,345,556,0,2,4,7
70254,811,10/06/2006,853,232,0,0,8,2
70255,811,10/06/2006,1131,921,2,0,7,8
70256,729,10/06/2006,1741,912,0,0,9,3
70257,729,10/06/2006,974,601,0,0,7,2
70258,729,10/06/2006,956,1412,2,1,6,7
70259,729,10/06/2006,338,1397,1,1,5,3
70260,729,10/06/2006,1193,567,1,4,6,4
70261,793,10/06/2006,410,396,1,1,7,4
70262,793,10/06/2006,1383,1237,3,0,7,4
70264,793,10/06/2006,870,1364,0,0,10,9
70265,793,10/06/2006,691,548,0,0,4,3
70267,793,10/06/2006,502,246,1,0,8,9
70268,793,10/06/2006,357,1420,1,1,5,4
70269,793,10/06/2006,597,715,1,2,3,6
70270,793,10/06/2006,1088,908,3,2,4,5
70271,793,10/06/2006,998,1034,2,0,2,2
70306,795,10/06/2006,831,505,3,0,9,2
70307,795,10/06/2006,1275,320,5,0,8,2
70331,781,10/06/2006,1126,613,1,0,1,6
70332,781,10/06/2006,969,541,1,1,7,6
70333,781,10/06/2006,759,1402,1,0,4,4
70368,813,10/06/2006,1056,2487,1,1,7,3
70369,813,10/06/2006,1777,439,0,2,4,6
70370,813,10/06/2006,585,366,1,2,3,3
70371,813,10/06/2006,2488,2593,0,0,7,3
70372,813,10/06/2006,844,1778,5,0,4,1
70373,813,10/06/2006,1404,854,3,2,8,7
70374,813,10/06/2006,659,916,0,0,6,3
70375,813,10/06/2006,1775,1349,3,1,2,5
70376,813,10/06/2006,1025,690,0,2,5,5
70584,741,10/06/2006,1117,784,3,1,4,8
70585,741,10/06/2006,270,694,0,3,1,2
70588,800,10/06/2006,3592,1098,2,1,6,2
70591,800,10/06/2006,1052,342,2,1,7,4
70593,800,10/06/2006,1432,473,3,1,3,8
70596,800,10/06/2006,2113,1830,1,0,4,7
70597,800,10/06/2006,944,382,3,1,5,6
70598,800,10/06/2006,369,1352,0,0,8,2
70246,811,11/06/2006,631,991,0,0,3,4
70249,811,11/06/2006,775,1386,1,2,4,5
70250,811,11/06/2006,795,1393,1,0,3,10
70481,729,11/06/2006,445,1211,0,1,3,8
70482,729,11/06/2006,808,297,0,1,5,1
70483,729,11/06/2006,312,460,3,2,6,10
70484,729,11/06/2006,1185,1118,1,2,3,2
70485,793,11/06/2006,1137,787,2,2,6,3
70486,795,11/06/2006,324,627,0,0,3,7
70487,795,11/06/2006,1423,551,1,1,4,8
70488,795,11/06/2006,876,535,2,0,5,1
70490,776,11/06/2006,319,542,0,3,2,3
70492,776,11/06/2006,196,301,2,0,9,2
70494,776,11/06/2006,352,1116,1,1,3,5
70495,776,11/06/2006,412,656,1,0,5,3
70529,801,11/06/2006,489,258,0,1,6,8
70530,801,11/06/2006,214,1773,1,0,7,4
70531,801,11/06/2006,786,1223,1,0,5,4
70532,801,11/06/2006,1239,570,2,1,7,3
70533,801,11/06/2006,1168,1096,1,1,6,5
70534,801,11/06/2006,459,771,1,0,4,3
70535,801,11/06/2006,1253,1092,2,0,2,6
70536,801,11/06/2006,1035,758,3,1,8,5
70581,741,11/06/2006,1399,816,0,1,6,1
70582,741,11/06/2006,269,522,4,2,5,6
70583,741,11/06/2006,224,363,3,0,6,3
70586,741,11/06/2006,1028,1326,1,2,12,5
70587,741,11/06/2006,1424,834,3,2,2,9
70589,800,11/06/2006,561,1827,1,0,7,0
70590,800,11/06/2006,1272,1248,0,2,6,6
70592,800,11/06/2006,1177,797,1,2,6,6
70594,800,11/06/2006,1135,710,2,2,8,8
70595,800,11/06/2006,809,726,0,1,9,1
70139,734,12/06/2006,1222,733,1,3,4,5
70263,793,12/06/2006,1457,1090,3,1,2,4
70491,776,12/06/2006,861,1278,1,4,2,10
70625,729,12/06/2006,1740,1302,0,0,15,4
70633,813,12/06/2006,1369,340,0,0,9,3
72538,764,13/06/2006,604,591,4,0,7,5
70743,734,16/06/2006,563,1222,1,2,3,4
70744,734,16/06/2006,641,1361,0,0,5,4
70745,734,16/06/2006,1328,724,0,1,3,1
70746,734,16/06/2006,1061,929,1,1,5,4
70747,734,16/06/2006,1159,2155,0,0,5,2
70748,734,16/06/2006,464,2159,0,1,3,1
70765,813,16/06/2006,1404,585,2,0,7,3
70848,811,16/06/2006,1165,232,2,1,6,4
71085,776,16/06/2006,656,861,1,1,12,8
71089,776,16/06/2006,442,993,2,0,4,5
71091,776,16/06/2006,1278,352,0,1,7,4
70847,811,17/06/2006,991,192,2,1,2,6
70849,811,17/06/2006,921,795,1,1,4,5
70850,811,17/06/2006,1040,631,1,1,7,2
70852,811,17/06/2006,1386,345,2,0,6,2
70854,811,17/06/2006,556,853,2,1,3,2
70856,729,17/06/2006,912,445,1,1,7,7
70857,729,17/06/2006,1118,956,1,0,8,3
70858,729,17/06/2006,460,1740,1,3,4,6
70859,729,17/06/2006,567,1185,0,2,7,2
70861,729,17/06/2006,601,338,2,2,6,3
70862,729,17/06/2006,1211,1193,1,0,10,1
70864,793,17/06/2006,1016,1383,2,3,6,4
70865,793,17/06/2006,1420,597,1,0,4,4
70866,793,17/06/2006,396,357,3,2,7,4
70867,793,17/06/2006,715,870,2,0,13,4
70868,793,17/06/2006,1034,1137,0,0,3,7
70869,793,17/06/2006,1237,691,1,2,7,5
70870,793,17/06/2006,1090,502,2,2,8,9
70872,793,17/06/2006,246,1457,0,1,4,7
70877,816,17/06/2006,807,1316,1,1,2,4
70878,816,17/06/2006,1335,826,1,3,8,3
70880,816,17/06/2006,1415,830,0,2,3,2
70881,816,17/06/2006,662,303,1,2,5,5
70883,816,17/06/2006,791,1438,2,1,6,1
70884,816,17/06/2006,1026,1314,3,0,2,2
70885,816,17/06/2006,1254,1031,3,2,6,3
70920,795,17/06/2006,1171,216,1,3,6,3
70921,795,17/06/2006,505,324,0,0,8,2
70922,795,17/06/2006,1089,876,0,3,7,2
70923,795,17/06/2006,914,1275,1,0,5,5
70939,801,17/06/2006,258,786,0,1,5,9
70940,801,17/06/2006,1092,1239,0,3,6,5
70941,781,17/06/2006,1043,1126,7,1,9,1
70944,781,17/06/2006,1402,1143,1,3,5,4
70961,813,17/06/2006,690,366,1,0,3,4
70962,813,17/06/2006,1349,2487,2,2,5,4
70963,813,17/06/2006,1778,2488,1,1,1,2
70964,813,17/06/2006,916,2603,3,0,7,2
70965,813,17/06/2006,659,1056,3,0,5,9
70966,813,17/06/2006,434,1777,1,0,6,2
70967,813,17/06/2006,854,1369,0,2,5,4
70968,813,17/06/2006,2593,1775,2,4,6,1
70969,813,17/06/2006,340,1025,0,0,3,4
71183,741,17/06/2006,1326,1117,3,3,5,1
71185,800,17/06/2006,1352,1272,1,0,3,2
71186,800,17/06/2006,1248,1052,3,1,6,5
71187,800,17/06/2006,342,561,1,1,9,1
71188,800,17/06/2006,382,1827,3,1,3,0
71189,800,17/06/2006,1098,369,2,0,5,5
71190,800,17/06/2006,797,3592,2,2,6,2
71193,800,17/06/2006,726,1135,1,1,2,1
71195,800,17/06/2006,944,2113,2,2,7,4
70846,811,18/06/2006,276,1212,0,0,4,6
70851,811,18/06/2006,463,775,1,0,6,3
70853,811,18/06/2006,1071,316,1,1,7,5
70855,811,18/06/2006,1393,1131,3,1,10,1
71076,729,18/06/2006,1412,312,1,1,3,5
71077,729,18/06/2006,297,1741,2,3,7,4
71078,793,18/06/2006,908,1049,2,0,6,7
71081,795,18/06/2006,627,1010,2,1,8,3
71082,795,18/06/2006,374,551,1,2,8,5
71083,776,18/06/2006,542,851,0,0,3,1
71086,776,18/06/2006,499,1311,1,2,6,3
71087,776,18/06/2006,412,1121,3,2,8,4
71088,776,18/06/2006,1398,196,1,2,1,1
71090,776,18/06/2006,1116,319,2,1,9,3
71126,801,18/06/2006,1773,1223,1,4,4,4
71127,801,18/06/2006,1253,489,3,0,3,9
71128,801,18/06/2006,459,1035,1,0,2,7
71129,801,18/06/2006,758,1072,1,0,10,4
71130,801,18/06/2006,570,214,2,0,8,4
71131,801,18/06/2006,599,1096,2,2,6,1
71132,801,18/06/2006,979,238,1,2,2,4
71133,801,18/06/2006,771,1168,0,1,5,1
71134,781,18/06/2006,541,759,2,0,2,11
71180,741,18/06/2006,816,269,2,0,4,6
71182,741,18/06/2006,363,1028,2,3,7,2
71184,741,18/06/2006,784,270,3,4,8,1
71191,800,18/06/2006,473,1177,2,2,5,7
71192,800,18/06/2006,710,1432,2,0,10,8
71194,800,18/06/2006,1830,809,0,2,10,6
71084,776,19/06/2006,526,301,4,0,7,6
71220,729,19/06/2006,1302,808,0,2,6,3
71221,793,19/06/2006,691,1364,3,0,5,5
71223,813,19/06/2006,439,844,0,1,3,3
71238,793,20/06/2006,1137,246,2,2,10,3
71239,793,20/06/2006,502,1016,0,1,6,4
71240,793,20/06/2006,998,1420,1,0,5,1
71241,793,20/06/2006,1383,787,2,2,5,7
71242,793,20/06/2006,410,1237,3,0,1,3
71243,793,20/06/2006,1088,548,1,0,4,4
71244,793,20/06/2006,1457,715,1,0,11,5
71301,793,21/06/2006,1049,1034,3,1,8,4
71302,793,21/06/2006,357,908,2,1,6,13
72935,811,21/06/2006,192,276,0,0,4,2
71366,813,23/06/2006,366,1349,2,2,9,1
71575,776,23/06/2006,861,412,1,0,5,5
71578,776,23/06/2006,1311,542,1,1,5,2
72820,764,23/06/2006,472,591,2,4,4,1
71430,811,24/06/2006,232,1071,3,1,6,2
71431,811,24/06/2006,631,1386,3,1,3,3
71432,811,24/06/2006,316,921,2,2,7,2
71433,811,24/06/2006,795,556,0,0,7,1
71436,811,24/06/2006,775,276,2,0,5,0
71458,816,24/06/2006,486,1335,2,4,6,6
71464,816,24/06/2006,1031,767,2,0,2,4
71465,816,24/06/2006,1316,1026,1,2,5,4
71469,795,24/06/2006,1423,374,1,2,8,4
71470,795,24/06/2006,773,914,4,0,3,7
71472,795,24/06/2006,216,1089,1,1,5,3
71473,795,24/06/2006,876,1073,2,2,5,2
71474,795,24/06/2006,551,320,1,0,8,4
71475,795,24/06/2006,1275,627,2,1,6,3
71485,801,24/06/2006,1096,1773,5,2,3,8
71486,801,24/06/2006,570,979,3,0,9,7
71487,781,24/06/2006,1143,1043,2,2,4,4
71488,781,24/06/2006,513,1402,2,0,7,6
71489,781,24/06/2006,541,1126,2,0,5,9
71490,781,24/06/2006,759,265,1,1,3,7
71507,813,24/06/2006,585,854,1,0,5,7
71508,813,24/06/2006,1777,2603,1,1,4,3
71509,813,24/06/2006,1056,1404,1,0,2,5
71510,813,24/06/2006,2488,690,2,0,2,4
71511,813,24/06/2006,1778,439,1,3,2,8
71512,813,24/06/2006,1025,659,2,2,2,6
71513,813,24/06/2006,1369,916,1,1,7,5
71514,813,24/06/2006,844,340,1,1,7,1
71515,813,24/06/2006,1775,434,2,1,4,6
71654,741,24/06/2006,694,784,2,0,9,4
71655,741,24/06/2006,1424,534,2,1,11,1
71656,800,24/06/2006,1272,1098,1,2,10,1
71657,800,24/06/2006,1052,1352,2,1,2,6
71658,800,24/06/2006,1827,342,0,1,3,4
71661,800,24/06/2006,3592,473,1,0,5,1
71434,811,25/06/2006,345,463,1,3,12,3
71435,811,25/06/2006,192,1040,0,1,1,4
71570,811,25/06/2006,853,991,0,0,3,3
71571,729,25/06/2006,312,601,0,3,7,5
71572,729,25/06/2006,1185,1302,1,1,9,4
71573,795,25/06/2006,831,535,1,1,9,4
71574,776,25/06/2006,319,1278,2,1,3,1
71576,776,25/06/2006,196,442,3,1,5,5
71579,776,25/06/2006,993,526,1,1,3,7
71581,776,25/06/2006,352,499,3,0,4,7
71582,776,25/06/2006,301,1398,1,0,5,5
71613,801,25/06/2006,1223,1072,2,0,8,0
71614,801,25/06/2006,1239,258,4,2,6,3
71615,801,25/06/2006,1035,214,2,0,5,3
71616,801,25/06/2006,599,771,0,2,3,5
71617,801,25/06/2006,786,459,3,2,10,3
71618,801,25/06/2006,489,1092,3,3,3,4
71619,801,25/06/2006,1168,1253,1,1,6,1
71620,801,25/06/2006,238,758,4,2,9,3
71646,741,25/06/2006,523,834,2,0,1,6
71647,741,25/06/2006,1442,928,3,0,9,5
71648,741,25/06/2006,1399,438,1,1,10,4
71649,741,25/06/2006,269,907,2,0,4,3
71650,741,25/06/2006,224,816,3,0,3,6
71651,741,25/06/2006,1028,522,1,0,7,6
71652,741,25/06/2006,1117,363,4,1,2,6
71653,741,25/06/2006,270,1326,1,0,9,0
71659,800,25/06/2006,561,1248,3,0,7,3
71663,800,25/06/2006,1432,726,1,0,2,5
71665,800,25/06/2006,809,944,2,2,8,1
71666,800,25/06/2006,2113,382,1,1,4,4
71702,793,26/06/2006,870,1237,2,2,2,4
71703,781,26/06/2006,790,613,0,2,4,3
71718,813,26/06/2006,2487,2593,1,0,3,4
71812,734,30/06/2006,2159,733,0,0,2,4
71813,734,30/06/2006,428,563,2,1,6,2
71815,734,30/06/2006,2155,1382,1,0,3,5
71816,734,30/06/2006,1222,464,2,0,4,4
71817,734,30/06/2006,929,1328,3,1,2,4
71818,734,30/06/2006,353,641,0,3,2,1
71819,734,30/06/2006,724,1061,2,0,7,1
71820,734,30/06/2006,822,1159,1,3,8,6
71821,734,30/06/2006,1361,1294,0,0,5,6
71822,816,30/06/2006,741,1314,3,0,2,2
71839,813,30/06/2006,690,1778,1,0,3,3
71840,813,30/06/2006,434,2488,1,0,2,6
71906,811,01/07/2006,921,853,0,1,4,3
71907,811,01/07/2006,1040,345,3,1,6,6
71908,811,01/07/2006,631,192,2,2,7,5
71909,811,01/07/2006,463,795,1,2,7,4
71910,811,01/07/2006,276,1131,2,1,5,4
71911,811,01/07/2006,556,316,1,1,5,1
71912,811,01/07/2006,1386,1212,2,0,6,7
71916,729,01/07/2006,1397,1193,1,4,6,5
71917,729,01/07/2006,460,338,3,0,3,6
71918,729,01/07/2006,567,312,2,1,6,3
71919,729,01/07/2006,912,974,3,0,5,6
71920,729,01/07/2006,1302,1741,0,1,7,6
71921,793,01/07/2006,396,1457,1,3,3,3
71922,793,01/07/2006,1237,357,1,0,8,6
71923,793,01/07/2006,1090,1049,2,2,4,5
71924,793,01/07/2006,246,597,2,0,5,6
71989,801,01/07/2006,1092,1035,1,0,3,4
71990,801,01/07/2006,214,1239,1,2,6,3
71991,781,01/07/2006,1126,790,2,0,1,3
71994,781,01/07/2006,1043,541,1,0,10,0
71995,781,01/07/2006,613,513,0,1,5,6
72014,813,01/07/2006,2603,1056,1,2,2,3
72015,813,01/07/2006,439,366,1,1,8,2
72016,813,01/07/2006,854,1775,1,0,3,0
72017,813,01/07/2006,2593,1369,2,1,2,2
72018,813,01/07/2006,916,2487,3,3,6,3
72020,813,01/07/2006,1404,1025,1,1,5,3
72022,813,01/07/2006,340,1777,2,1,3,4
72101,741,01/07/2006,534,523,2,3,5,4
72109,741,01/07/2006,784,1424,1,0,9,11
72111,800,01/07/2006,382,342,2,0,1,2
72112,800,01/07/2006,1248,1827,3,0,5,0
72113,800,01/07/2006,1352,561,1,0,10,6
72114,800,01/07/2006,1098,1052,3,0,6,2
72115,800,01/07/2006,797,1272,3,0,5,0
72117,800,01/07/2006,710,3592,3,2,3,7
72119,800,01/07/2006,1830,1432,0,0,4,5
72121,800,01/07/2006,2113,809,1,0,2,5
71905,811,02/07/2006,1071,1165,3,4,2,2
71913,811,02/07/2006,991,775,0,3,10,3
71914,811,02/07/2006,1393,232,2,2,6,1
72019,813,02/07/2006,1349,844,0,0,3,3
72051,729,02/07/2006,1412,445,2,1,5,7
72052,729,02/07/2006,601,808,2,1,4,6
72053,729,02/07/2006,1118,1740,1,1,2,2
72076,801,02/07/2006,1253,238,1,3,5,6
72077,801,02/07/2006,459,599,1,1,7,5
72078,801,02/07/2006,1072,786,3,2,4,4
72079,801,02/07/2006,258,1168,0,1,6,3
72080,801,02/07/2006,979,1096,0,0,7,4
72081,801,02/07/2006,1773,570,1,0,10,5
72082,801,02/07/2006,771,1223,0,1,8,5
72083,801,02/07/2006,758,489,5,1,1,6
72084,781,02/07/2006,969,759,0,3,2,6
72102,741,02/07/2006,834,1442,0,1,4,5
72103,741,02/07/2006,438,269,1,1,5,3
72104,741,02/07/2006,907,224,4,3,4,9
72105,741,02/07/2006,816,1028,4,1,9,2
